,Temperature,WindSpeed,Pa,Humidity,Rain
3189,27,13,1016,8,sun
3190,33,25,876,78,rain
3191,18,13,805,87,rain
3192,33,7,1019,17,sun
3193,31,9,1015,80,rain
3194,32,29,884,4,sun
3195,38,12,944,64,rain
3196,6,29,926,8,sun
3197,38,1,883,48,rain
3198,2,20,957,8,sun
3199,25,14,987,44,sun
3200,-3,15,796,18,rain
3201,-3,25,815,72,rain
3202,-8,15,1010,37,sun
3203,-5,5,757,63,rain
3204,37,9,823,6,rain
3205,29,8,802,13,rain
3206,17,4,885,98,rain
3207,24,15,878,99,rain
3208,27,5,920,37,sun
3209,32,3,928,64,rain
3210,2,29,796,96,rain
3211,13,8,811,83,rain
3212,2,18,1001,74,sun
3213,20,12,936,66,sun
3214,8,0,761,48,rain
3215,22,12,751,51,rain
3216,-4,5,790,9,rain
3217,0,0,1023,19,sun
3218,19,13,948,43,sun
3219,21,16,827,27,rain
3220,15,29,853,74,rain
3221,-3,22,887,14,sun
3222,-5,19,1000,85,sun
3223,0,17,939,36,sun
3224,-2,12,911,82,rain
3225,24,8,861,26,sun
3226,-4,29,958,31,sun
3227,-6,10,1006,92,sun
3228,14,7,916,90,rain
3229,5,4,759,16,rain
3230,6,20,1013,84,sun
3231,24,12,999,86,sun
3232,1,20,851,73,sun
3233,-5,13,828,0,rain
3234,4,18,834,24,rain
3235,37,13,875,20,sun
3236,0,18,1006,99,sun
3237,1,27,1005,30,sun
3238,24,2,1013,28,sun
3239,25,9,1024,57,sun
3240,9,18,846,5,rain
3241,8,21,981,63,sun
3242,39,23,828,82,rain
3243,19,15,883,31,sun
3244,27,23,810,76,rain
3245,-9,10,802,76,rain
3246,0,1,990,84,sun
3247,-5,13,898,85,rain
3248,28,23,811,43,rain
3249,9,1,1015,40,sun
3250,30,29,934,97,rain
3251,-3,7,998,91,sun
3252,33,13,982,24,sun
3253,29,29,933,63,rain
3254,21,24,889,24,sun
3255,30,26,949,40,rain
3256,-2,1,980,55,sun
3257,19,28,789,72,rain
3258,5,26,928,31,sun
3259,14,3,1012,76,sun
3260,13,4,881,56,sun
3261,12,22,813,53,rain
3262,16,21,954,93,sun
3263,3,1,822,54,rain
3264,25,23,977,6,sun
3265,38,13,802,40,rain
3266,-2,28,806,82,rain
3267,-7,15,844,36,rain
3268,23,3,956,55,sun
3269,-1,16,774,89,rain
3270,39,20,826,51,rain
3271,32,21,908,95,rain
3272,8,10,845,16,rain
3273,-2,8,867,21,sun
3274,14,0,984,78,sun
3275,13,9,916,12,sun
3276,5,25,752,7,rain
3277,14,2,956,57,sun
3278,23,3,991,27,sun
3279,17,8,832,40,rain
3280,23,14,987,93,sun
3281,11,25,999,60,rain
3282,7,21,760,47,rain
3283,30,3,828,30,rain
3284,38,18,1001,89,rain
3285,11,6,967,66,sun
3286,11,4,918,7,sun
3287,27,11,771,39,rain
3288,11,2,940,19,sun
3289,4,17,969,56,sun
3290,-6,15,871,78,sun
3291,5,6,1025,90,sun
3292,0,0,812,22,rain
3293,5,3,969,51,sun
3294,39,23,809,12,rain
3295,9,26,853,61,rain
3296,-1,9,999,11,sun
3297,5,14,970,13,sun
3298,24,6,832,32,rain
3299,34,8,841,14,rain
3300,-5,10,1016,79,sun
3301,-9,24,754,41,rain
3302,30,25,965,21,sun
3303,-2,26,968,46,sun
3304,9,29,1000,78,rain
3305,13,16,953,27,sun
3306,18,17,825,95,rain
3307,39,3,934,47,rain
3308,19,17,758,59,rain
3309,-3,18,771,30,rain
3310,5,14,1011,82,sun
3311,17,17,775,2,rain
3312,38,5,916,91,rain
3313,-7,24,969,89,sun
3314,23,17,945,51,sun
3315,-5,19,931,96,rain
3316,13,26,997,26,sun
3317,11,3,800,62,rain
3318,14,11,780,0,rain
3319,14,22,979,70,sun
3320,-4,20,938,33,sun
3321,-3,25,790,68,rain
3322,5,19,790,35,rain
3323,36,17,767,40,rain
3324,13,7,894,41,sun
3325,9,16,787,32,rain
3326,30,26,1010,40,rain
3327,34,11,996,19,sun
3328,15,26,808,84,rain
3329,-4,0,909,7,sun
3330,12,4,919,10,sun
3331,27,18,986,95,sun
3332,17,21,793,58,rain
3333,36,1,856,82,rain
3334,39,29,1008,79,rain
3335,35,12,960,29,sun
3336,13,9,800,90,rain
3337,8,24,780,3,rain
3338,0,8,823,22,rain
3339,35,24,763,71,rain
3340,-3,19,1029,8,sun
3341,23,26,912,42,sun
3342,-2,9,758,11,rain
3343,39,23,951,77,rain
3344,32,7,1005,99,rain
3345,4,25,805,63,rain
3346,24,19,893,48,sun
3347,14,19,799,86,rain
3348,3,10,973,85,sun
3349,7,23,983,19,sun
3350,27,28,1004,77,rain
3351,23,5,923,25,sun
3352,-6,0,774,19,rain
3353,0,23,852,32,sun
3354,23,0,783,72,rain
3355,5,12,964,17,sun
3356,31,11,877,66,rain
3357,29,9,770,23,rain
3358,10,17,965,64,sun
3359,11,7,977,74,sun
3360,25,12,917,32,sun
3361,31,20,908,23,sun
3362,6,20,908,25,sun
3363,-5,23,816,0,rain
3364,39,3,1022,91,rain
3365,0,0,795,66,rain
3366,29,22,856,74,sun
3367,29,5,841,27,rain
3368,37,26,906,26,sun
3369,20,5,756,74,rain
3370,34,23,829,52,rain
3371,-7,13,1012,95,sun
3372,0,1,919,98,rain
3373,15,5,892,35,sun
3374,14,8,962,84,sun
3375,19,15,875,87,rain
3376,30,11,794,45,rain
3377,12,16,913,86,rain
3378,31,21,941,71,rain
3379,-8,6,958,54,sun
3380,3,15,1028,1,sun
3381,-1,20,827,30,rain
3382,37,12,790,73,rain
3383,8,13,1019,22,sun
3384,1,19,938,40,sun
3385,4,1,832,43,rain
3386,16,29,912,73,rain
3387,25,6,997,91,sun
3388,17,20,911,18,sun
3389,13,28,874,35,sun
3390,4,9,1028,48,sun
3391,30,21,800,97,rain
3392,26,27,935,26,sun
3393,-1,7,909,12,sun
3394,1,28,884,7,sun
3395,28,9,1022,25,sun
3396,15,10,939,59,sun
3397,33,19,954,59,rain
3398,15,7,804,8,rain
3399,-7,25,1024,89,rain
3400,29,5,1022,24,sun
3401,31,13,904,31,sun
3402,7,4,866,3,sun
3403,-6,5,1009,45,sun
3404,32,23,945,35,sun
3405,25,18,753,18,rain
3406,14,23,893,92,rain
3407,5,14,928,11,sun
3408,29,3,922,53,sun
3409,33,16,816,32,rain
3410,37,5,778,83,rain
3411,-6,4,919,41,sun
3412,-3,8,866,46,sun
3413,12,1,1003,85,sun
3414,9,10,954,36,sun
3415,14,13,832,58,rain
3416,36,10,949,77,rain
3417,8,27,936,47,sun
3418,18,4,780,42,rain
3419,13,1,893,49,sun
3420,4,12,902,79,sun
3421,27,21,850,0,rain
3422,15,2,1014,24,sun
3423,-6,24,794,61,rain
3424,7,20,983,76,sun
3425,-1,29,993,86,rain
3426,22,0,954,6,sun
3427,39,4,834,19,rain
3428,30,9,887,80,rain
3429,0,24,755,78,rain
3430,39,15,923,11,sun
3431,30,17,947,68,rain
3432,3,9,918,46,sun
3433,0,27,801,21,rain
3434,16,7,859,21,sun
3435,17,11,1021,6,sun
3436,-1,18,858,3,sun
3437,32,16,802,83,rain
3438,12,0,883,41,sun
3439,38,27,900,33,sun
3440,18,1,977,52,sun
3441,-9,15,817,80,rain
3442,37,10,783,13,rain
3443,31,14,950,19,sun
3444,12,20,855,32,sun
3445,23,1,803,16,rain
3446,2,15,849,77,rain
3447,-5,20,903,2,sun
3448,21,26,880,7,sun
3449,0,28,809,48,rain
3450,28,17,790,13,rain
3451,25,11,845,65,rain
3452,-9,11,830,97,rain
3453,17,20,857,11,sun
3454,12,3,1011,87,sun
3455,10,11,761,67,rain
3456,-4,7,805,56,rain
3457,-2,4,929,39,sun
3458,-2,2,1003,15,sun
3459,-8,28,926,5,sun
3460,36,28,952,66,rain
3461,32,15,951,62,rain
3462,33,23,1016,67,rain
3463,29,24,948,79,sun
3464,33,19,1006,86,rain
3465,-6,20,773,9,rain
3466,1,12,965,69,sun
3467,7,1,893,52,sun
3468,16,27,956,90,rain
3469,-3,28,833,79,rain
3470,-5,21,1023,65,sun
3471,-7,5,899,73,sun
3472,21,27,1023,76,rain
3473,-4,17,902,60,sun
3474,21,13,1011,97,sun
3475,26,2,913,10,sun
3476,34,26,866,16,sun
3477,9,21,783,19,rain
3478,21,21,840,3,rain
3479,0,21,925,52,sun
3480,22,8,823,72,rain
3481,-7,2,921,54,sun
3482,15,13,802,77,rain
3483,11,1,965,23,sun
3484,13,3,1003,4,sun
3485,-5,5,792,30,rain
3486,26,9,979,74,sun
3487,-7,27,999,31,sun
3488,3,12,904,43,sun
3489,6,4,1004,33,sun
3490,13,10,781,87,rain
3491,6,22,955,20,sun
3492,-7,19,820,18,rain
3493,21,13,1011,98,sun
3494,29,20,903,88,rain
3495,28,19,923,91,rain
3496,18,0,970,46,sun
3497,2,28,954,73,rain
3498,23,26,944,20,sun
3499,-9,3,825,1,rain
3500,10,11,849,17,rain
3501,11,20,1010,72,sun
3502,26,18,862,37,sun
3503,4,20,851,93,rain
3504,34,6,901,51,rain
3505,24,20,1010,8,sun
3506,24,18,920,19,sun
3507,1,1,1023,48,sun
3508,20,14,793,72,rain
3509,0,23,977,84,sun
3510,8,26,803,89,rain
3511,15,24,998,8,sun
3512,-4,7,892,77,sun
3513,3,6,833,93,rain
3514,0,8,758,94,rain
3515,23,3,790,36,rain
3516,31,26,836,52,rain
3517,-3,14,794,79,rain
3518,-4,25,908,72,rain
3519,9,11,915,78,sun
3520,26,1,933,2,sun
3521,-3,29,806,6,rain
3522,11,25,938,25,sun
3523,37,14,866,37,sun
3524,5,7,918,2,sun
3525,20,10,809,50,rain
3526,29,15,841,94,rain
3527,16,7,840,39,rain
3528,-4,7,995,39,sun
3529,23,7,878,64,sun
3530,31,23,843,14,rain
3531,29,19,911,22,sun
3532,19,2,876,4,sun
3533,11,10,1004,58,sun
3534,13,2,804,70,rain
3535,21,6,1006,96,sun
3536,28,16,825,59,rain
3537,29,28,926,48,sun
3538,38,0,753,10,rain
3539,9,12,752,55,rain
3540,-7,24,879,45,sun
3541,25,0,896,73,sun
3542,0,0,871,18,sun
3543,1,24,878,63,sun
3544,-9,24,798,96,rain
3545,34,13,981,40,rain
3546,12,27,1007,46,sun
3547,1,9,918,81,rain
3548,20,24,893,64,sun
3549,-9,23,750,95,rain
3550,-8,0,901,41,sun
3551,11,28,884,30,sun
3552,19,12,1013,70,sun
3553,32,28,852,4,sun
3554,34,14,916,39,sun
3555,-2,18,1014,29,sun
3556,35,19,965,26,sun
3557,39,7,855,77,rain
3558,-2,25,752,30,rain
3559,3,13,774,2,rain
3560,27,10,916,46,sun
3561,6,9,882,39,sun
3562,15,13,925,15,sun
3563,38,7,848,42,rain
3564,29,10,866,27,sun
3565,-4,17,862,65,sun
3566,15,14,850,7,rain
3567,6,22,831,57,rain
3568,8,27,927,17,sun
3569,17,2,977,63,sun
3570,20,18,781,2,rain
3571,33,29,827,23,rain
3572,9,1,790,34,rain
3573,27,7,779,88,rain
3574,28,25,778,6,rain
3575,8,24,1026,33,sun
3576,2,1,869,51,sun
3577,1,6,986,44,sun
3578,33,20,964,29,sun
3579,13,29,921,5,sun
3580,39,21,879,13,sun
3581,-3,21,981,82,sun
3582,17,27,1004,85,rain
3583,11,21,970,38,sun
3584,6,21,840,45,rain
3585,3,6,795,63,rain
3586,1,9,1009,69,sun
3587,17,1,854,96,rain
3588,16,18,819,33,rain
3589,3,10,915,70,sun
3590,3,4,933,31,sun
3591,5,13,928,89,rain
3592,31,4,1003,85,rain
3593,39,6,925,99,rain
3594,4,25,956,1,sun
3595,-6,7,783,49,rain
3596,15,14,920,93,rain
3597,-8,3,860,14,sun
3598,21,21,943,92,rain
3599,17,14,878,44,sun
3600,-1,27,916,56,sun
3601,11,8,891,77,sun
3602,14,4,835,65,rain
3603,35,3,1026,8,sun
3604,2,3,967,23,sun
3605,10,23,793,86,rain
3606,24,29,875,20,sun
3607,10,21,947,22,sun
3608,-2,18,1019,38,sun
3609,20,7,1011,3,sun
3610,32,16,955,62,rain
3611,35,27,857,95,rain
3612,-4,7,905,93,rain
3613,-5,8,1008,7,sun
3614,17,10,1009,13,sun
3615,34,21,901,78,rain
3616,-3,3,881,26,sun
3617,11,3,954,95,sun
3618,16,15,916,28,sun
3619,10,27,758,75,rain
3620,-2,14,766,15,rain
3621,-3,17,852,28,sun
3622,34,19,784,2,rain
3623,33,11,807,67,rain
3624,4,25,827,69,rain
3625,-1,8,783,8,rain
3626,18,24,973,84,sun
3627,34,22,1022,60,rain
3628,2,18,876,54,sun
3629,15,14,1014,48,sun
3630,29,22,828,16,rain
3631,0,10,950,27,sun
3632,0,22,985,65,sun
3633,7,17,781,83,rain
3634,23,4,946,68,sun
3635,-6,2,892,98,rain
3636,7,24,864,92,rain
3637,-7,3,955,18,sun
3638,3,21,986,13,sun
3639,33,24,773,20,rain
3640,32,29,829,55,rain
3641,0,20,817,87,rain
3642,19,12,801,0,rain
3643,35,29,891,71,rain
3644,30,19,953,10,sun
3645,34,9,966,27,sun
3646,15,5,795,15,rain
3647,22,13,979,70,sun
3648,-5,7,761,15,rain
3649,36,3,1014,88,rain
3650,32,20,959,8,sun
3651,6,9,951,32,sun
3652,-5,18,798,83,rain
3653,33,4,1014,44,rain
3654,1,24,883,45,sun
3655,4,17,869,93,rain
3656,30,1,942,88,rain
3657,16,20,984,28,sun
3658,39,0,933,62,rain
3659,0,8,1021,54,sun
3660,-9,18,1020,19,sun
3661,0,9,975,85,sun
3662,8,10,934,64,sun
3663,13,16,840,84,rain
3664,23,8,768,39,rain
3665,22,5,907,28,sun
3666,25,17,810,76,rain
3667,35,6,821,44,rain
3668,-4,3,955,1,sun
3669,8,12,1019,57,sun
3670,23,28,998,61,rain
3671,-8,22,1014,48,sun
3672,34,1,1004,59,rain
3673,9,6,890,78,sun
3674,39,23,807,22,rain
3675,31,17,786,98,rain
3676,2,2,873,36,sun
3677,22,10,1005,98,sun
3678,39,20,982,45,rain
3679,24,20,1014,35,sun
3680,29,28,800,30,rain
3681,35,28,947,61,rain
3682,12,6,929,39,sun
3683,-7,18,894,72,sun
3684,25,23,756,52,rain
3685,32,11,1010,1,sun
3686,9,2,837,22,rain
3687,21,22,901,66,sun
3688,-5,25,996,51,sun
3689,6,1,982,90,sun
3690,1,15,811,63,rain
3691,2,28,913,69,rain
3692,27,16,967,71,sun
3693,-4,23,879,71,sun
3694,5,21,786,96,rain
3695,13,23,756,58,rain
3696,7,26,865,77,rain
3697,33,28,908,65,rain
3698,0,11,815,31,rain
3699,4,2,837,62,rain
3700,39,7,800,54,rain
3701,29,16,750,40,rain
3702,11,22,1019,64,sun
3703,25,27,967,84,rain
3704,37,15,841,80,rain
3705,-8,15,845,40,rain
3706,14,18,806,82,rain
3707,-6,0,836,69,rain
3708,33,29,1023,22,sun
3709,12,18,827,63,rain
3710,7,8,996,42,sun
3711,26,21,888,90,rain
3712,19,7,982,91,sun
3713,16,21,929,21,sun
3714,28,15,772,94,rain
3715,13,26,830,14,rain
3716,32,7,953,20,sun
3717,0,6,764,40,rain
3718,9,6,829,12,rain
3719,0,21,759,9,rain
3720,23,13,972,61,sun
3721,20,7,953,50,sun
3722,30,9,806,15,rain
3723,39,9,804,39,rain
3724,33,12,982,68,rain
3725,22,14,867,27,sun
3726,12,20,1004,11,sun
3727,31,6,759,15,rain
3728,36,29,927,17,sun
3729,33,2,771,26,rain
3730,30,16,764,69,rain
3731,24,8,793,37,rain
3732,31,28,920,97,rain
3733,-1,10,990,57,sun
3734,29,20,900,44,sun
3735,39,25,788,49,rain
3736,6,16,985,95,sun
3737,23,24,752,78,rain
3738,1,13,782,18,rain
3739,12,4,1023,8,sun
3740,20,26,945,38,sun
3741,13,5,993,48,sun
3742,34,17,897,46,rain
3743,31,6,781,59,rain
3744,0,6,783,76,rain
3745,3,3,863,49,sun
3746,3,8,958,54,sun
3747,6,11,755,14,rain
3748,39,24,825,56,rain
3749,39,13,800,19,rain
3750,23,16,956,86,sun
3751,0,9,958,82,sun
3752,21,15,938,29,sun
3753,34,26,962,63,rain
3754,28,2,933,87,rain
3755,32,1,910,41,rain
3756,0,2,926,62,sun
3757,39,10,1002,23,sun
3758,30,7,931,73,rain
3759,39,14,882,27,sun
3760,-6,21,856,23,sun
3761,34,19,953,52,rain
3762,18,1,935,29,sun
3763,12,1,803,22,rain
3764,25,3,893,93,rain
3765,33,29,1006,96,rain
3766,34,0,757,0,rain
3767,30,0,816,86,rain
3768,6,15,976,0,sun
3769,19,9,889,68,sun
3770,9,3,949,2,sun
3771,33,27,953,81,rain
3772,18,20,1013,70,sun
3773,0,26,912,61,rain
3774,6,11,959,46,sun
3775,6,20,907,20,sun
3776,22,18,824,92,rain
3777,14,12,855,3,sun
3778,21,4,789,16,rain
3779,36,9,916,14,sun
3780,13,17,963,44,sun
3781,11,23,871,55,sun
3782,12,17,795,51,rain
3783,33,16,751,19,rain
3784,7,23,816,35,rain
3785,1,3,902,37,sun
3786,38,15,767,56,rain
3787,33,9,889,14,sun
3788,23,22,910,29,sun
3789,-5,28,851,58,sun
3790,24,24,903,22,sun
3791,6,10,794,10,rain
3792,-5,20,877,12,sun
3793,14,23,925,5,sun
3794,15,25,811,31,rain
3795,9,2,763,47,rain
3796,-1,13,787,38,rain
3797,6,23,800,47,rain
3798,23,15,761,65,rain
3799,13,27,762,10,rain
3800,6,24,1010,63,sun
3801,10,4,954,24,sun
3802,1,18,1014,17,sun
3803,-6,29,871,74,rain
3804,0,10,977,73,sun
3805,20,7,999,66,sun
3806,34,8,938,78,rain
3807,-5,0,759,46,rain
3808,3,18,798,83,rain
3809,34,25,920,89,rain
3810,37,3,904,97,rain
3811,36,27,759,92,rain
3812,28,22,997,73,sun
3813,12,6,934,30,sun
3814,24,0,906,29,sun
3815,0,17,853,69,sun
3816,3,16,989,8,sun
3817,17,14,1015,4,sun
3818,-5,27,882,66,rain
3819,22,25,1002,26,sun
3820,39,24,872,65,rain
3821,0,10,827,47,rain
3822,21,18,909,34,sun
3823,2,26,822,17,rain
3824,31,17,788,92,rain
3825,23,27,845,12,rain
3826,26,15,864,2,sun
3827,-3,21,764,78,rain
3828,-5,5,799,69,rain
3829,2,14,886,25,sun
3830,-9,16,791,7,rain
3831,39,7,928,61,rain
3832,-8,22,779,41,rain
3833,11,0,812,46,rain
3834,27,8,921,28,sun
3835,25,0,912,64,sun
3836,0,22,759,49,rain
3837,16,22,879,36,sun
3838,6,23,932,53,sun
3839,22,6,984,40,sun
3840,38,28,838,46,rain
3841,4,0,982,22,sun
3842,11,19,962,27,sun
3843,9,12,920,88,rain
3844,31,4,968,72,rain
3845,-4,22,873,21,sun
3846,6,16,896,75,sun
3847,13,26,921,1,sun
3848,21,23,788,16,rain
3849,-9,16,939,13,sun
3850,31,23,976,29,sun
3851,39,3,917,15,sun
3852,37,24,914,70,rain
3853,0,8,854,49,sun
3854,38,19,809,29,rain
3855,28,12,795,81,rain
3856,-9,23,917,82,rain
3857,5,27,756,63,rain
3858,17,29,915,9,sun
3859,35,3,823,74,rain
3860,-2,11,925,76,sun
3861,18,0,795,44,rain
3862,8,27,759,70,rain
3863,27,22,929,92,rain
3864,36,10,916,10,sun
3865,36,17,827,84,rain
3866,16,18,902,53,sun
3867,34,17,883,87,rain
3868,-4,17,945,20,sun
3869,7,29,832,22,rain
3870,28,16,873,47,sun
3871,26,26,990,78,rain
3872,-4,25,862,67,rain
3873,20,14,908,94,rain
3874,37,7,757,65,rain
3875,17,23,952,91,sun
3876,17,5,900,73,sun
3877,25,7,1029,35,sun
3878,9,3,982,39,sun
3879,17,18,762,68,rain
3880,1,21,1008,87,sun
3881,0,19,926,87,rain
3882,5,26,902,23,sun
3883,26,16,801,35,rain
3884,24,17,878,16,sun
3885,3,6,750,73,rain
3886,9,22,962,16,sun
3887,17,24,786,48,rain
3888,21,12,789,0,rain
3889,18,11,977,70,sun
3890,32,3,947,46,rain
3891,1,19,889,38,sun
3892,29,17,796,38,rain
3893,35,6,851,47,rain
3894,20,19,762,99,rain
3895,-9,12,919,69,sun
3896,21,25,877,7,sun
3897,-1,25,786,41,rain
3898,17,26,752,24,rain
3899,6,15,774,33,rain
3900,19,19,930,93,rain
3901,16,19,870,36,sun
3902,14,9,1003,46,sun
3903,29,26,804,37,rain
3904,30,13,1017,49,rain
3905,34,19,751,45,rain
3906,-3,25,951,80,rain
3907,4,26,755,11,rain
3908,27,8,860,20,sun
3909,39,23,1015,71,rain
3910,0,23,842,73,rain
3911,12,21,819,66,rain
3912,34,9,895,96,rain
3913,6,23,964,53,sun
3914,4,11,953,5,sun
3915,29,5,913,70,sun
3916,17,4,1029,4,sun
3917,0,25,901,96,rain
3918,36,25,916,16,sun
3919,28,9,993,41,sun
3920,5,6,1018,11,sun
3921,0,25,858,21,sun
3922,27,1,994,44,sun
3923,30,8,982,68,rain
3924,11,3,925,90,rain
3925,34,8,759,94,rain
3926,30,22,846,56,rain
3927,21,9,887,57,sun
3928,39,17,1005,35,sun
3929,5,22,910,74,sun
3930,29,3,903,48,sun
3931,-2,29,959,65,rain
3932,7,0,826,33,rain
3933,0,0,793,49,rain
3934,28,18,787,62,rain
3935,20,11,975,66,sun
3936,38,15,906,19,sun
3937,22,12,812,50,rain
3938,30,26,911,52,rain
3939,0,28,1022,84,rain
3940,27,28,959,22,sun
3941,19,16,868,15,sun
3942,36,11,947,84,rain
3943,31,16,883,14,sun
3944,13,15,792,35,rain
3945,30,25,766,59,rain
3946,0,6,1025,89,sun
3947,2,19,880,14,sun
3948,2,20,808,43,rain
3949,-1,19,815,64,rain
3950,18,20,820,18,rain
3951,10,15,970,53,sun
3952,19,16,758,61,rain
3953,-6,9,763,56,rain
3954,33,0,950,24,sun
3955,1,21,931,5,sun
3956,4,3,759,95,rain
3957,12,8,933,36,sun
3958,34,7,784,5,rain
3959,-1,10,905,88,rain
3960,36,2,857,52,rain
3961,25,20,781,40,rain
3962,-5,20,805,58,rain
3963,-7,9,1023,83,sun
3964,1,8,967,26,sun
3965,36,28,987,61,rain
3966,26,19,1009,26,sun
3967,22,28,1016,23,sun
3968,35,26,965,65,rain
3969,29,11,882,87,rain
3970,6,14,988,42,sun
3971,35,8,1029,78,rain
3972,25,13,1021,44,sun
3973,29,8,894,25,sun
3974,34,18,833,63,rain
3975,12,23,883,33,sun
3976,0,9,945,37,sun
3977,35,2,822,73,rain
3978,25,14,933,76,sun
3979,-5,9,1028,83,sun
3980,0,17,861,49,sun
3981,5,8,851,22,sun
3982,18,0,917,4,sun
3983,39,23,1015,94,rain
3984,24,28,954,77,rain
3985,17,1,937,36,sun
3986,26,4,806,33,rain
3987,30,12,1015,68,rain
3988,-9,1,794,25,rain
3989,21,14,864,96,rain
3990,17,3,982,83,sun
3991,10,5,1011,33,sun
3992,12,6,1018,11,sun
3993,0,9,925,90,rain
3994,-4,9,979,95,sun
3995,-5,4,886,95,rain
3996,30,14,804,54,rain
3997,37,14,887,31,sun
3998,29,26,1003,14,sun
3999,15,2,762,84,rain
4000,13,5,833,87,rain
4001,30,29,840,2,rain
4002,7,20,842,48,rain
4003,-2,28,900,46,sun
4004,8,24,1002,9,sun
4005,8,0,842,55,rain
4006,7,28,951,74,rain
4007,-6,29,777,17,rain
4008,13,3,832,5,rain
4009,26,13,924,3,sun
4010,-3,1,777,17,rain
4011,37,19,752,27,rain
4012,24,8,788,79,rain
4013,35,26,968,80,rain
4014,11,13,858,26,sun
4015,25,27,944,24,sun
4016,24,24,816,16,rain
4017,-7,24,922,68,sun
4018,-4,16,964,34,sun
4019,4,3,963,89,sun
4020,7,7,757,95,rain
4021,14,13,838,81,rain
4022,0,27,800,47,rain
4023,28,29,1003,93,rain
4024,16,9,1007,51,sun
4025,11,7,1014,32,sun
4026,7,20,929,78,sun
4027,14,13,794,22,rain
4028,28,9,973,49,sun
4029,10,21,876,23,sun
4030,29,11,966,4,sun
4031,5,9,922,68,sun
4032,9,7,1019,98,sun
4033,5,7,1024,82,sun
4034,38,17,825,40,rain
4035,9,29,773,20,rain
4036,19,26,996,94,rain
4037,-4,8,870,80,rain
4038,26,26,872,20,sun
4039,7,9,884,84,rain
4040,17,24,755,56,rain
4041,33,20,832,69,rain
4042,29,9,894,34,sun
4043,-7,10,780,95,rain
4044,7,2,806,13,rain
4045,-2,29,870,21,sun
4046,9,6,978,67,sun
4047,12,21,812,14,rain
4048,13,3,950,52,sun
4049,0,23,786,92,rain
4050,23,18,851,30,sun
4051,29,2,1012,83,sun
4052,35,24,790,50,rain
4053,16,5,846,90,rain
4054,0,7,916,61,sun
4055,-8,9,784,11,rain
4056,34,0,903,17,sun
4057,-9,8,924,88,rain
4058,10,16,895,83,rain
4059,7,8,963,2,sun
4060,29,2,774,31,rain
4061,2,27,829,44,rain
4062,1,22,830,36,rain
4063,9,23,965,45,sun
4064,25,22,951,52,sun
4065,7,5,990,74,sun
4066,34,21,857,88,rain
4067,0,16,782,68,rain
4068,-6,17,881,87,rain
4069,30,19,880,49,rain
4070,-7,14,1018,41,sun
4071,28,11,868,91,rain
4072,-1,23,792,13,rain
4073,26,10,773,77,rain
4074,15,11,848,34,rain
4075,1,1,776,50,rain
4076,6,17,762,99,rain
4077,25,20,760,91,rain
4078,34,16,898,65,rain
4079,16,9,974,29,sun
4080,16,8,986,27,sun
4081,22,15,982,26,sun
4082,-5,18,877,13,sun
4083,34,19,799,60,rain
4084,15,25,947,91,rain
4085,17,20,802,6,rain
4086,20,27,928,40,sun
4087,18,6,934,72,sun
4088,35,15,920,92,rain
4089,-9,18,923,65,sun
4090,29,8,865,52,sun
4091,-9,5,824,54,rain
4092,17,27,895,59,sun
4093,7,3,913,12,sun
4094,11,8,961,94,sun
4095,34,25,1025,69,rain
4096,-3,25,755,33,rain
4097,34,6,817,57,rain
4098,37,24,866,63,rain
4099,30,12,750,46,rain
4100,18,29,770,95,rain
4101,28,28,820,67,rain
4102,14,21,941,55,sun
4103,-8,1,797,41,rain
4104,-8,12,857,64,sun
4105,20,4,883,43,sun
4106,20,6,760,3,rain
4107,33,11,804,45,rain
4108,1,19,997,52,sun
4109,-8,1,993,68,sun
4110,27,29,951,44,sun
4111,34,11,824,70,rain
4112,13,12,951,14,sun
4113,38,21,1009,92,rain
4114,24,10,823,72,rain
4115,9,17,847,37,rain
4116,2,10,981,62,sun
4117,20,28,917,76,rain
4118,25,4,842,84,rain
4119,-5,13,941,20,sun
4120,14,7,964,41,sun
4121,13,11,788,89,rain
4122,-4,5,968,45,sun
4123,-9,13,826,51,rain
4124,34,8,868,89,rain
4125,0,1,882,14,sun
4126,39,19,1019,27,sun
4127,35,23,898,23,sun
4128,18,23,948,79,sun
4129,-7,22,835,13,rain
4130,28,23,881,25,sun
4131,33,0,957,11,sun
4132,30,20,854,40,rain
4133,14,6,956,25,sun
4134,9,1,1019,41,sun
4135,9,25,862,94,rain
4136,-4,7,868,41,sun
4137,-8,22,828,67,rain
4138,24,14,935,97,rain
4139,6,14,903,78,sun
4140,-1,12,957,57,sun
4141,15,5,851,64,sun
4142,6,22,863,34,sun
4143,9,5,901,50,sun
4144,-8,21,900,69,sun
4145,1,6,879,12,sun
4146,-6,25,787,65,rain
4147,17,28,872,80,rain
4148,20,8,838,29,rain
4149,35,14,908,37,sun
4150,23,26,1002,66,rain
4151,8,26,951,58,sun
4152,18,21,975,65,sun
4153,-6,16,972,1,sun
4154,1,24,813,28,rain
4155,-9,28,797,67,rain
4156,22,9,959,48,sun
4157,5,8,925,27,sun
4158,24,22,821,2,rain
4159,39,25,948,57,rain
4160,26,21,856,96,rain
4161,37,5,1016,63,rain
4162,0,4,923,10,sun
4163,34,10,1007,72,rain
4164,-2,23,995,15,sun
4165,-6,15,765,42,rain
